13
6       -2.143150464      0.000000000     -4.819943288
6       -2.143150464      2.324054015     -3.564566059
6       -2.143150464     -2.226667023     -3.409859322
1       -2.143150464      4.071400240     -4.641910873
1       -2.143150464     -4.047796706     -4.356968307
6       -2.143150464      2.434080372     -0.935409157
6       -2.143150464     -2.143416848     -0.773823011
1       -2.143150464      4.224458146      0.063516399
1       -2.143150464     -3.885428359      0.319123858
6       -2.143150464      0.191302208      0.465461349
1       -2.143150464     -0.071661705     -6.869574450
8       -2.143150464      0.401017159      3.041946073
1       -2.143150464     -1.271341498      3.774390739
