6       -2.525913948     -0.387271187     -9.926159059
6       -2.525913948     -0.433531770     -7.224340109
6       -2.525913948     -2.694270191     -5.848681297
24
6       -2.525913948      1.941560510     -5.876410188
6       -2.525913948      1.919727681     -3.230111130
6       -2.525913948     -0.341010740     -1.854452318
6       -2.525913948     -2.716103020     -3.202382239
6       -2.525913948      1.854590375    -11.219481057
6       -2.525913948      4.237438996     -7.301509363
1       -2.525913948      3.707380105     -2.215569417
6       -2.525913948     -0.387271324      0.847366632
6       -2.525913948     -5.011981506     -1.777283064
6       -2.525913948     -4.972804801      0.810590626
6       -2.525913948     -2.629131242      2.140689562
1       -2.525913948      1.401188304      1.857358046
1       -2.525913948     -6.796141252     -2.794850997
1       -2.525913948     -6.731657505      1.868103406
1       -2.525913948     -2.635173647      4.192970196
6       -2.525913948      4.198262290     -9.889383053
1       -2.525913948     -2.175730815    -10.936150473
1       -2.525913948     -4.481922615     -6.863223010
1       -2.525913948      1.860631137    -13.271762623
1       -2.525913948      6.021598742     -6.283941430
1       -2.525913948      5.957114995    -10.946895833
