13
6       -1.354260723      0.000000000     -9.185133190
6       -1.354260723      2.324054015     -7.929755961
6       -1.354260723     -2.226667023     -7.775049224
1       -1.354260723      4.071400240     -9.007100775
1       -1.354260723     -4.047796706     -8.722158209
6       -1.354260723      2.434080372     -5.300599059
6       -1.354260723     -2.143416848     -5.139012913
1       -1.354260723      4.224458146     -4.301673503
1       -1.354260723     -3.885428359     -4.046066044
6       -1.354260723      0.191302208     -3.899728553
1       -1.354260723     -0.071661705    -11.234764352
8       -1.354260723      0.401017159     -1.323243829
1       -1.354260723     -1.271341498     -0.590799163
